,location,total_sqft,bath,balcony,price,bhk
444,Ardendale,1750.0,3.0,2,10000000.0,3.0
445,Vittasandra,1404.0,2.0,1,7100000.0,2.0
446,Hoodi,1715.0,2.0,2,9500000.0,3.0
447,Electronic City,630.0,1.0,1,3465000.0,1.0
448,Harlur,1752.12,3.0,2,13500000.0,3.0
449,Hulimavu,1650.0,3.0,2,7800000.0,3.0
450,Raja Rajeshwari Nagar,1295.0,2.0,1,5547000.0,2.0
451,Giri Nagar,1800.0,3.0,2,25200000.0,3.0
452,Sarjapur  Road,1346.0,2.0,1,7403000.0,2.0
453,Thippasandra,1200.0,4.0,2,20000000.0,4.0
454,Hormavu,1150.0,2.0,2,5500000.0,2.0
455,Chikkabidarakallu,3309.0,4.0,3,32500000.0,4.0
456,Chandapura,1190.0,2.0,2,3035000.0,3.0
457,AECS Layout,1620.0,3.0,2,9800000.0,3.0
458,Marathahalli,950.0,2.0,1,4696000.0,2.0
459,1 Giri Nagar,5000.0,9.0,3,36000000.0,1.1
460,Harlur,2450.0,3.0,0,12000000.0,3.0
461,Electronic City Phase II,1220.0,2.0,1,3522999.9999999995,3.0
462,Hoysalanagar,850.0,2.0,1,3000000.0,2.0
463,Padmanabhanagar,1020.0,2.0,2,6300000.0,2.0
464,Chikkalasandra,1100.0,2.0,2,5000000.0,2.0
465,Defence Colony,1150.0,2.0,2,12600000.0,2.0
466,Hebbal,1760.0,2.0,2,13000000.0,3.0
467,Ambalipura,1800.0,3.0,3,11000000.0,3.0
468,Akshaya Nagar,1070.0,2.0,1,5400000.0,2.0
469,2nd Stage Nagarbhavi,1500.0,4.0,2,22000000.0,4.0
470,Vidyaranyapura,1440.0,2.0,0,9500000.0,2.0
471,Amruthahalli,900.0,2.0,1,4000000.0,2.0
472,ITI Employees Layout,1200.0,4.0,1,23000000.0,4.0
473,Whitefield,1130.0,2.0,1,4216000.0,2.0
474,Koramangala,1320.0,2.0,1,16500000.0,2.0
475,Kodigehalli,1270.0,2.0,1,9800000.0,2.0
476,Patelappa Layout,1200.0,2.0,1,6200000.0,2.0
477,Ring Road Nagarbhavi,4800.0,4.0,1,23500000.0,4.0
478,NS Palya,1200.0,2.0,1,7400000.0,2.0
479,Subramanyapura,929.0,2.0,0,5017000.0,2.0
480,RMV 2nd Stage,1150.0,4.0,2,26000000.0,4.0
481,Basavangudi,1125.0,4.0,3,18000000.0,4.0
482,Kenchenahalli,500.0,3.0,2,6500000.0,5.0
483,3rd Block Hrbr Layout,1200.0,5.0,2,19000000.0,5.0
484,KUDLU MAIN ROAD,1464.0,3.0,2,5600000.0,3.0
485,7th Phase JP Nagar,3600.0,4.0,3,40000000.0,4.0
486,Bank Avenue,2000.0,4.0,2,9900000.0,4.0
487,Chikkalasandra,1208.0,2.0,1,4900000.0,2.0
488,Hebbal Kempapura,1130.0,2.0,2,6000000.0,2.0
489,Surabhi Layout,1753.0,3.0,2,12000000.0,3.0
490,Old Madras Road,4500.0,7.0,3,33700000.0,5.0
491,Banjara Layout,600.0,3.0,2,5800000.0,3.0
492,Hoodi,1196.0,2.0,2,9442000.0,2.0
493,5th Phase JP Nagar,1150.0,3.0,3,5250000.0,2.0
494,Electronic City,1128.0,2.0,1,6300000.0,2.0
495,Omkar Nagar,1000.0,2.0,1,5300000.0,2.0
496,Yelahanka,1035.0,2.0,1,4500000.0,2.0
497,Kereguddadahalli,950.0,2.0,1,3200000.0,2.0
498,Bisuvanahalli,1075.0,2.0,1,3600000.0,3.0
499,Whitefield,1040.0,2.0,1,4850000.0,2.0
500,Maragondanahalli,720.0,2.0,1,4500000.0,2.0
501,Lingadheeranahalli,1511.0,3.0,1,9500000.0,3.0
502,Silk Board,1300.0,3.0,1,5800000.0,3.0
503,Hoodi,1545.0,3.0,1,6875000.0,3.0
504,Shampura,375.0,2.0,0,2600000.0,1.0
505,Vidyaranyapura,1062.0,2.0,3,3800000.0,2.0
506,Kada Agrahara,1115.0,2.0,1,4000000.0,2.0
507,JP Nagar,1000.0,2.0,1,3500000.0,2.0
508,Kambipura,883.0,2.0,1,4500000.0,2.0
509,Sarjapur  Road,1195.0,2.0,1,7000000.0,2.0
510,BHEL Layout,1200.0,3.0,1,16500000.0,4.0
511,Medahalli,700.0,1.0,0,4100000.0,1.0
512,Vittasandra,1246.0,2.0,1,6700000.0,2.0
513,8th Phase JP Nagar,660.0,4.0,2,9000000.0,4.0
514,Banashankari Stage III,8500.0,4.0,2,14500000.0,4.0
515,Kashi Nagar,1600.0,4.0,1,8000000.0,4.0
516,Haralur Road,2805.0,5.0,3,15400000.0,4.0
517,Begur Road,1584.0,3.0,1,6500000.0,3.0
518,Sector 7 HSR Layout,3000.0,5.0,1,27500000.0,4.0
519,Hosur Road,1175.0,2.0,2,4800000.0,3.0
520,"Yemlur, Old Airport Road,",1595.0,3.0,2,11500000.0,3.0
521,VHBCS Layout,1353.0,2.0,2,11000000.0,2.0
522,Electronic City,1599.0,3.0,2,12500000.0,3.0
523,Whitefield,1150.0,2.0,1,7000000.0,2.0
524,Jakkur,5230.0,6.0,1,46500000.0,4.0
525,KR Puram,1155.0,2.0,2,4274000.0,2.0
526,Ittamadu,1200.0,2.0,0,8500000.0,1.0
527,Electronic City Phase II,1000.0,2.0,1,2500000.0,2.0
528,Thanisandra,3000.0,4.0,1,12000000.0,4.0
529,Rajiv Nagar,1867.0,3.0,1,16000000.0,3.0
530,Ramagondanahalli,1251.0,2.0,1,4700000.0,2.0
531,Gattahalli,1028.0,2.0,1,4550000.0,2.0
532,Arekere,1222.0,2.0,2,4500000.0,2.0
533,Bannerghatta Road,1170.0,2.0,1,6600000.0,3.0
534,Hebbal,2400.0,4.0,1,24500000.0,3.0
535,Ramanjaneyanagar,1385.0,2.0,2,4848000.0,3.0
536,HSR Layout,1372.0,2.0,1,6800000.0,2.0
537,Magadi Road,1282.0,2.0,2,4900000.0,3.0
538,Mico Layout,5000.0,9.0,3,21000000.0,9.0
539,7th Block Jayanagar,3000.0,3.0,1,52800000.0,5.0
540,Kanakpura Road,1135.0,2.0,1,3972999.9999999995,2.0
541,Whitefield,1768.0,3.0,2,10100000.0,3.0
542,Byatarayanapura,1325.0,2.0,1,9000000.0,3.0
543,Electronic City,1599.0,3.0,2,9900000.0,3.0
544,Whitefield,1500.0,3.0,1,6195000.0,3.0
545,2nd Phase JP Nagar,2610.0,3.0,0,49900000.0,3.0
546,Uttarahalli,1286.0,2.0,2,6300000.0,2.0
547,Kammanahalli,2845.0,5.0,1,14000000.0,5.0
548,K G Colony,1600.0,2.0,1,5000000.0,3.0
549,Hennur Road,1195.0,2.0,0,6377000.0,2.0
550,Hebbal,3450.0,5.0,2,26000000.0,3.0
551,Munnekollal,1102.0,2.0,2,5367000.0,2.0
552,Yelahanka,1350.0,2.0,2,5400000.0,2.0
553,Banashankari,1200.0,2.0,2,4200000.0,3.0
554,Hosa Road,1300.0,6.0,0,14500000.0,6.0
555,Herohalli,1800.0,1.0,1,8000000.0,2.0
556,Chikkabanavar,950.0,2.0,1,4000000.0,2.0
557,Kanakpura Road,525.0,1.0,1,2725000.0,1.0
558,Attibele,656.0,2.0,1,2500000.0,2.0
559,Marathahalli,1780.0,4.0,3,17500000.0,4.0
560,3rd Block Hrbr Layout,1056.0,2.0,1,8000000.0,2.0
561,Bannerghatta Road,595.0,1.0,1,3332000.0,1.0
562,Ittamadu,1080.0,2.0,2,5000000.0,2.0
563,7th Phase JP Nagar,2225.0,3.0,1,16000000.0,3.0
564,Bommasandra,1126.0,2.0,1,2815000.0,2.0
565,Electronics City Phase 1,1490.0,3.0,1,8400000.0,3.0
566,HRBR Layout,2000.0,4.0,1,30000000.0,4.0
567,Sarjapur  Road,1550.0,3.0,3,10000000.0,3.0
569,Ashwini layout,1160.0,2.0,1,5500000.0,2.0
570,Whitefield,4144.0,4.0,3,31500000.0,4.0
571,Sarjapur  Road,2100.0,3.0,2,12500000.0,3.0
572,Vittasandra,1404.0,2.0,1,6930000.0,2.0
573,Sarjapur  Road,2230.0,4.0,3,22500000.0,4.0
574,Marathalli bridge,1544.0,3.0,1,12000000.0,3.0
575,Banashankari Stage III,1305.0,2.0,1,5870000.0,3.0
576,Marathahalli,1230.0,2.0,2,8000000.0,2.0
577,T.C PALYA,1200.0,2.0,0,6500000.0,2.0
578,Harlur,1460.0,3.0,1,7300000.0,3.0
579,Sarjapur  Road,1200.0,2.6926096474673513,1,3418500.0,2.0
580,Gottigere,967.0,2.0,3,4500000.0,2.0
581,Byatarayanapura,540.0,1.0,1,3600000.0,1.0
582,Hormavu,715.0,1.0,2,4600000.0,1.0
583,Whitefield,2500.0,3.0,2,31300000.0,3.0
584,Dooravani Nagar,1578.0,3.0,1,18000000.0,3.0
585,Mysore Road,1020.0,2.0,1,4895000.0,2.0
586,Jigani,1020.0,2.0,1,4000000.0,2.0
587,Koramangala,1253.0,2.0,1,10200000.0,2.0
588,JCR Layout,1180.0,2.0,2,4200000.0,2.0
589,Nehru Nagar,961.0,2.0,2,3800000.0,2.0
590,Kanakapura,1419.0,3.0,3,7500000.0,3.0
591,Harlur,1709.0,3.0,2,15000000.0,3.0
592,Papareddipalya,1600.0,2.0,0,11500000.0,2.0
593,Venkatapura,416.0,1.0,1,1850000.0,1.0
594,Sanjay nagar,1100.0,2.0,2,9800000.0,2.0
595,HSR Layout,1430.0,2.0,1,6500000.0,3.0
596,Sneha Colony,1260.0,2.0,2,4500000.0,2.0
597,RMV Extension,1630.0,3.0,2,8500000.0,3.0
598,Sarjapur  Road,1249.0,3.0,2,4471000.0,3.0
599,Kalena Agrahara,1450.0,2.0,3,8500000.0,3.0
600,Konanakunte,2791.0,3.0,1,22300000.0,3.0
601,Hosapalya,600.0,1.0,0,9000000.0,1.0
602,Ashwini layout,834.0,1.0,1,6000000.0,1.0
603,Doddagubbi,1125.0,4.0,1,7000000.0,3.0
604,Arekere,2060.0,3.0,2,14000000.0,3.0
605,Malleshwaram,12000.0,7.0,3,220000000.0,7.0
606,Gottigere,891.0,2.0,1,2500000.0,2.0
607,Raja Rajeshwari Nagar,1133.0,2.0,1,4907000.0,2.0
608,Bisuvanahalli,1075.0,2.0,1,3700000.0,3.0
609,Sector 6 HSR Layout,3000.0,5.0,2,26000000.0,4.0
610,Brookefield,2440.0,5.0,2,42500000.0,4.0
611,Vidyaranyapura,1200.0,2.0,2,5500000.0,2.0
612,Thanisandra,1075.0,2.0,2,4580000.0,2.0
613,Kaggadasapura,1140.0,2.0,2,4000000.0,2.0
614,Margondanahalli,940.0,4.0,2,15000000.0,5.0
615,ITI Layout,2160.0,5.0,1,25000000.0,6.0
616,Raja Rajeshwari Nagar,1090.0,2.0,1,4200000.0,2.0
617,R.T. Nagar,1500.0,4.0,1,7000000.0,4.0
618,Whitefield,4104.0,4.0,2,36000000.0,4.0
619,Whitefield,1790.0,3.0,1,10000000.0,3.0
620,Hebbal,1920.0,3.0,2,13400000.0,3.0
621,HRBR Layout,1374.0,2.0,2,9500000.0,2.0
622,Bannerghatta Road,1445.0,3.0,2,9500000.0,3.0
623,Kanakapura,711.0,1.0,1,3600000.0,1.0
624,Tumkur Road,1500.0,3.0,3,9500000.0,3.0
625,Whitefield,1720.0,3.0,3,10000000.0,3.0
626,Vasanthapura,1400.0,3.0,2,6000000.0,3.0
627,Kundalahalli,1030.0,2.0,2,4900000.0,2.0
628,Mysore Road,1200.0,2.0,1,8500000.0,2.0
629,Hosahalli,1375.0,3.0,2,7000000.0,3.0
630,Hegde Nagar,1050.0,1.0,1,5600000.0,2.0
631,Jalahalli,2250.0,3.0,2,16000000.0,3.0
632,Bellandur,1000.0,2.0,2,5000000.0,2.0
633,Jalahalli West,469.0,1.0,0,2500000.0,1.0
634,Marathahalli,3800.0,4.0,3,25000000.0,4.0
635,Kambipura,883.0,2.0,1,2900000.0,2.0
636,GM Palaya,1820.0,2.0,3,8600000.0,3.0
637,Singasandra,1440.0,2.0,3,6500000.0,3.0
638,near Ramanashree California resort,3600.0,4.0,1,16000000.0,6.0
639,Malleshwaram,2500.0,5.0,2,32500000.0,4.0
640,Mahadevpura,1225.0,2.0,2,4800000.0,2.0
641,"6th block banashankari 3rd stage, 100 feet ORR",4000.0,3.0,1,66000000.0,3.0
642,Chikkalasandra,875.0,2.0,3,5280000.0,2.0
643,Jalahalli East,750.0,1.0,2,4000000.0,1.0
644,6th Phase JP Nagar,1180.0,2.0,3,8000000.0,2.0
645,Haralur Road,1194.0,2.0,2,4700000.0,2.0
646,Hennur Road,1500.0,2.0,2,6200000.0,3.0
647,Poornapragna Housing Society Layout,1160.0,2.0,2,5220000.0,2.0
649,Hosakerehalli,2378.0,3.0,1,26200000.0,3.0
650,Sarjapur,1128.0,2.0,1,6000000.0,2.0
651,Hebbal,1500.0,3.0,1,15000000.0,3.0
652,Huskur,1220.0,2.0,1,3522999.9999999995,3.0
653,Sarjapur  Road,1210.0,2.0,2,5800000.0,2.0
654,Kanakpura Road,1100.0,2.0,1,5800000.0,3.0
655,Bommasandra,1200.0,3.0,2,4600000.0,3.0
656,Haralur Road,3385.0,5.0,1,26000000.0,4.0
657,Nagondanahalli,1641.0,3.0,2,6600000.0,3.0
658,Horamavu Agara,1200.0,2.0,1,4500000.0,2.0
659,Raja Rajeshwari Nagar,1260.0,2.0,1,6739000.0,2.0
660,Mahadevpura,1720.0,3.0,3,7800000.0,3.0
661,Yelahanka,1120.0,2.0,0,4813000.0,2.0
662,Yelahanka,1210.0,2.0,1,4598000.0,2.0
663,Indira Nagar,2200.0,4.0,2,20000000.0,4.0
664,Bisuvanahalli,1075.0,2.0,1,4500000.0,3.0
665,Thanisandra,1702.0,3.0,2,13000000.0,3.0
666,Shanthala Nagar,1630.0,2.0,2,20000000.0,2.0
667,Raja Rajeshwari Nagar,1141.0,2.0,2,3854999.9999999995,2.0
668,Shantiniketan Layout,2072.0,3.0,2,10800000.0,3.0
669,JP Nagar,4400.0,2.6926096474673513,1,37500000.0,5.0
670,Herohalli,1200.0,2.0,0,7000000.0,3.0
671,Teachers Colony,1350.0,3.0,0,7700000.0,3.0
672,Bettahalsoor,3090.0,4.0,0,44500000.0,4.0
673,Srinivasa Nagar,1180.0,2.0,2,7834000.0,3.0
674,Yelahanka,35000.0,3.0,3,13000000.0,3.0
675,Langford Town,1355.0,2.0,2,11500000.0,2.0
676,Sulthangunta,600.0,1.0,0,5000000.0,1.0
677,Hormavu,1200.0,7.0,1,15000000.0,7.0
678,Bannerghatta Road,1640.0,2.0,1,12000000.0,3.0
679,Byrathi Village,1200.0,5.0,0,10000000.0,5.0
680,Kodichikkanahalli,1190.0,2.0,2,5700000.0,3.0
681,OMBR Layout,2400.0,4.0,2,37500000.0,4.0
682,Marathahalli,1019.0,2.0,2,4985000.0,2.0
683,Ambedkar Colony,1875.0,3.0,2,16500000.0,3.0
684,Akshaya Nagar,1250.0,3.0,2,4000000.0,3.0
685,Brookefield,1200.0,3.0,2,14000000.0,3.0
686,Whitefield,1140.0,2.0,1,5600000.0,2.0
687,Lingadheeranahalli,1683.0,3.0,1,10900000.0,3.0
688,Kaggadasapura,1515.0,3.0,1,8330000.0,3.0
689,Hoodi,2118.0,4.0,2,11100000.0,4.0
690,Bannerghatta Road,1380.0,3.0,0,5800000.0,4.0
691,Varthur Road,1083.0,2.0,2,6175000.0,2.0
692,Anjappa Layout,600.0,2.0,1,5500000.0,2.0
693,Avalahalli,2300.0,3.0,3,12000000.0,3.0
694,Prakruthi Nagar,1240.0,2.0,2,6000000.0,2.0
695,Surabhi Layout,1750.0,3.0,1,12000000.0,3.0
696,Sadaramangala,1230.0,2.0,1,4348000.0,2.0
697,Anjanapura,1500.0,3.0,1,13900000.0,3.0
698,Abbigere,985.0,2.0,1,4039000.0,2.0
699,Tindlu,1500.0,2.0,1,8700000.0,3.0
700,Electronic City,1125.0,2.0,1,3249000.0,2.0
701,Maruthi Sevanagar,950.0,2.0,1,4400000.0,2.0
702,JP Nagar,4400.0,2.6926096474673513,1,54850000.0,5.0
703,Kothanur,1580.0,3.0,3,7600000.0,3.0
704,B Narayanapura,1092.0,2.0,1,9850000.0,3.0
705,Electronic City Phase II,1090.0,2.0,1,2834000.0,2.0
706,Hennur Road,2264.0,3.0,1,15900000.0,3.0
707,Dommasandra,1033.0,2.0,2,2553000.0,3.0
708,Kammasandra,810.0,2.0,2,2450000.0,2.0
709,Green Garden Layout,1045.0,2.0,0,4500000.0,2.0
710,Hebbal,1337.0,2.0,1,8200000.0,2.0
711,Chandapura,1200.0,2.0,2,3200000.0,2.0
712,Koramangala,1580.0,3.0,2,16000000.0,3.0
713,Begur Road,1500.0,2.0,3,5400000.0,3.0
714,Whitefield,1640.0,4.0,2,9100000.0,3.0
715,Silver Springs Layout,1570.0,3.0,2,6200000.0,3.0
716,Gubbalala,1470.0,2.0,2,8200000.0,3.0
717,Kengeri,1160.0,2.0,2,4061000.0,2.0
718,7th Phase JP Nagar,1050.0,2.0,1,7100000.0,2.0
719,Dairy Circle,1855.0,3.0,1,22500000.0,3.0
720,Bannerghatta Road,1460.0,2.0,1,9000000.0,3.0
721,Hulimavu,1823.0,3.0,2,10000000.0,3.0
722,Electronic City,1094.0,2.0,2,4200000.0,2.0
723,Budigere,1153.0,2.0,2,5700000.0,2.0
724,Hoysalanagar,1325.0,3.0,1,5700000.0,3.0
725,Parappana Agrahara,1200.0,3.0,2,8500000.0,4.0
726,Jakkur,1590.0,2.0,2,12500000.0,3.0
727,Jeevan bima nagar,1210.0,4.0,2,16000000.0,5.0
728,Raja Rajeshwari Nagar,1200.0,4.0,0,22000000.0,4.0
729,Narayana Nagar 1st Block,1202.0,2.0,1,4800000.0,2.0
730,Haralur Road,1202.0,2.0,1,5300000.0,2.0
731,KSRTC Layout,1200.0,2.0,3,6250000.0,2.0
732,Panathur,1688.0,3.0,1,11800000.0,3.0
733,Kaval Byrasandra,1020.0,2.0,1,5200000.0,2.0
734,Sarjapur,1185.0,2.0,2,4700000.0,2.0
735,Ramagondanahalli,1235.0,2.0,1,5204000.0,2.0
736,Hosakerehalli,3205.0,5.0,1,50000000.0,4.0
737,Banashankari,1077.0,2.0,2,3764000.0,2.0
738,Kengeri Satellite Town,1415.0,2.0,3,6600000.0,3.0
739,EPIP Zone,2330.0,3.0,2,16200000.0,3.0
740,Whitefield,805.0,2.0,2,3500000.0,2.0
741,P&T Colony,425.0,1.0,0,2003000.0,1.0
742,Whitefield,1155.0,2.0,3,5995000.0,2.0
743,Cunningham Road,5270.0,4.0,3,125000000.0,4.0
744,Anekal,656.0,2.0,1,2200000.0,2.0
745,New Gurappana Palya,1100.0,2.0,0,4800000.0,2.0
746,Mahadevpura,1150.0,2.0,3,5200000.0,2.0
747,Chelekare,600.0,1.0,1,6000000.0,1.0
748,Ambedkar Colony,1468.0,2.0,1,14000000.0,2.0
749,Palanahalli,4300.0,5.0,2,55000000.0,4.0
750,Whitefield,2280.0,4.0,2,12600000.0,3.0
751,Hegde Nagar,1341.0,2.0,1,9700000.0,2.0
752,Jakkur,1279.0,2.0,1,7700000.0,2.0
753,Electronic City Phase II,2225.0,4.0,0,9888000.0,4.0
754,Thanisandra,1185.0,2.0,2,4351000.0,2.0
755,Vadarpalya,1750.0,3.0,2,8500000.0,3.0
756,Kudlu,1152.0,2.0,1,5350000.0,2.0
757,Shivanagar,1000.0,4.0,1,16000000.0,5.0
758,Hulimavu,1300.0,2.0,3,3600000.0,2.0
759,Varthur Road,2760.0,4.0,2,15500000.0,4.0
760,5th Phase JP Nagar,1070.0,2.0,2,3900000.0,2.0
761,Uttarahalli,1101.0,2.0,0,4500000.0,2.0
762,V.V Puram,775.0,2.0,1,5500000.0,2.0
763,Yeshwanthpur,667.0,1.0,1,3685000.0,1.0
764,Electronic City,1070.0,2.0,1,5500000.0,2.0
765,Old Airport Road,1875.0,2.0,2,11000000.0,3.0
766,Kundalahalli,735.0,2.0,1,5799000.0,2.0
767,Sarjapur,4360.0,4.0,1,9000000.0,5.0
768,Koramangala,1750.0,3.0,2,13000000.0,3.0
769,Marathahalli,1215.0,2.0,1,6700000.0,2.0
770,Sector 3 HSR Layout,600.0,9.0,3,19000000.0,9.0
771,Vishwapriya Layout,820.0,2.0,1,3000000.0,2.0
772,Banashankari Stage VI,1160.0,2.0,0,5993500.0,2.0
773,Battarahalli,1779.0,3.0,2,8961000.0,3.0
774,HMT Layout,1105.0,2.0,2,5800000.0,2.0
775,Basavanagara,1000.0,2.0,1,9300000.0,1.0
776,Whitefield,1650.0,3.0,2,6000000.0,3.0
777,Jalahalli,1694.0,2.0,2,15000000.0,2.0
778,Hosakerehalli,2376.0,3.0,1,20300000.0,3.0
779,Cox Town,1975.0,3.0,3,15000000.0,3.0
780,Kammasandra,674.0,2.0,1,3300000.0,2.0
781,Kaggadasapura,1185.0,2.0,1,4100000.0,2.0
782,Thanisandra,445.0,1.0,0,2800000.0,1.0
783,Mylasandra,900.0,7.0,1,7600000.0,6.0
784,HSR Layout,1475.0,3.0,2,7500000.0,3.0
785,Gottigere,1618.0,3.0,3,8250000.0,3.0
786,Koramangala,1120.0,2.0,0,6500000.0,2.0
787,Marathahalli,2181.0,3.0,2,15200000.0,4.0
788,Vidyaranyapura,1200.0,4.0,0,9000000.0,4.0
789,Nagondanahalli,600.0,4.0,3,6500000.0,6.0
790,Bannerghatta Road,1556.0,2.0,1,5913000.0,3.0
791,Bannerghatta Road,1179.0,2.0,1,6602000.0,2.0
792,Thanisandra,1296.0,2.0,2,8300000.0,2.0
793,Kaggadasapura,1275.0,2.0,2,5200000.0,2.0
794,Kalasipalya,1875.0,2.0,2,30000000.0,7.0
795,Kathriguppe,1400.0,2.0,2,7700000.0,3.0
796,Gottigere,1222.0,2.0,1,6300000.0,2.0
797,Electronic City,940.0,2.0,1,4100000.0,2.0
798,Thanisandra,1185.0,2.0,2,4260000.0,2.0
799,Tumkur Road,1779.0,3.0,2,11200000.0,3.0
800,Begur Road,1615.0,3.0,2,5976000.0,3.0
801,JP Nagar,4000.0,2.6926096474673513,1,45300000.0,4.0
802,Haralur Road,1056.0,2.0,1,6100000.0,2.0
803,7th Phase JP Nagar,1100.0,2.0,0,4600000.0,2.0
804,Arekere,920.0,2.0,1,4000000.0,2.0
805,ITI Layout,1602.0,2.0,0,7500000.0,3.0
806,Padmanabhanagar,1176.0,2.0,0,6200000.0,2.0
807,HBR Layout,675.0,3.0,1,5900000.0,4.0
808,Richmond Town,1352.0,3.0,0,13500000.0,3.0
809,Kasavanhalli,1717.0,3.0,3,9900000.0,3.0
810,4 Bedroom Farm House in Bagalur,10961.0,4.0,1,8000000.0,4.0
811,Bhoganhalli,2119.0,4.0,3,11100000.0,4.0
812,Vittasandra,1246.0,2.0,1,6730000.0,2.0
813,Anandapura,1141.0,2.0,1,4279000.0,2.0
814,Hennur Road,1157.0,2.0,1,8400000.0,2.0
815,Chandapura,1025.0,2.0,2,2768000.0,2.0
816,Yelahanka New Town,650.0,1.0,2,3300000.0,1.0
817,Hebbal,1349.0,2.0,1,9800000.0,2.0
818,Narayanapura,1566.0,3.0,1,8330000.0,3.0
819,Sahakara Nagar,2830.0,3.0,3,19500000.0,4.0
820,Electronic City,1320.0,2.0,1,3813000.0000000005,3.0
821,manyata park,1780.0,3.0,1,8483000.0,3.0
822,Varthur,1091.0,2.0,1,3490000.0,2.0
823,Rachenahalli,3670.0,4.0,3,30000000.0,4.0
824,7th Phase JP Nagar,918.0,2.0,1,5049000.0,2.0
825,Yeshwanthpur,1950.0,4.0,0,13000000.0,4.0
826,Panathur,1695.0,3.0,1,9000000.0,3.0
827,Yelahanka,1705.0,3.0,2,9500000.0,3.0
828,Kalyan nagar,1375.0,3.0,2,7500000.0,3.0
829,Kanakpura Road,525.0,1.0,1,3000000.0,1.0
830,Whitefield,1447.0,2.0,1,8300000.0,2.0
831,Thanisandra,1114.0,2.0,1,3900000.0,2.0
832,7th Phase JP Nagar,1450.0,2.0,1,10000000.0,3.0
833,Belathur,460.0,1.0,0,1500000.0,2.0
834,Vasanthapura,1022.0,2.0,2,4000000.0,2.0
835,Hebbal,1000.0,2.0,2,4500000.0,2.0
836,Electronic City,1128.0,2.0,1,6875000.0,2.0
837,Kanakpura Road,1180.0,2.0,2,5700000.0,2.0
838,TC Palaya,1000.0,6.0,1,6900000.0,6.0
839,Nagarbhavi,1200.0,2.0,1,15000000.0,2.0
840,Sadashiva Nagar,3761.0,3.0,2,66000000.0,3.0
841,Kanakpura Road,1339.0,2.0,3,7500000.0,2.0
842,Yelachenahalli,1400.0,2.0,3,5500000.0,3.0
843,7th Phase JP Nagar,1040.0,2.0,1,3952000.0000000005,2.0
844,Kadugodi,1198.0,2.0,2,5800000.0,2.0
845,Shirdi Sai Layout,1200.0,3.0,1,9500000.0,4.0
846,Sarjapur  Road,1691.0,3.0,2,11300000.0,3.0
847,Bisuvanahalli,1075.0,3.0,2,3600000.0,3.0
848,1st Block Jayanagar,1630.0,3.0,2,19400000.0,3.0
849,8th Phase JP Nagar,1240.0,3.0,2,4350000.0,3.0
850,Bannerghatta Road,1115.0,2.0,0,5893500.0,2.0
851,Mallasandra,1665.0,3.0,2,8658000.0,3.0
852,Marathahalli,2489.0,3.0,1,9400000.0,3.0
853,Brookefield,1142.0,2.0,2,7000000.0,2.0
854,Kodbisanhalli,1976.0,3.0,1,18400000.0,3.0
855,Sathya Sai Layout,5500.0,4.0,1,60000000.0,4.0
856,Kothannur,1853.0,3.0,2,8200000.0,3.0
857,Vijayanagar,600.0,4.0,1,7200000.0,8.0
858,Kasturi Nagar,1567.0,2.0,2,9200000.0,2.0
859,Talaghattapura,1090.0,2.0,1,2724000.0,2.0
860,Raja Rajeshwari Nagar,1200.0,4.0,2,12500000.0,6.0
861,Indiranagar HAL 2nd Stage,2400.0,4.0,1,64000000.0,4.0
862,Electronics City Phase 1,1175.0,2.0,2,5147000.0,2.0
863,Subramanyapura,1200.0,2.0,2,5200000.0,2.0
864,Kodichikkanahalli,995.0,2.0,1,4100000.0,2.0
865,Magadi Road,884.0,2.0,1,4110000.0,2.0
866,Vishwanatha Nagenahalli,900.0,3.0,2,8000000.0,5.0
867,Yeshwanthpur,1170.0,2.0,2,5700000.0,2.0
868,KR Puram,1225.0,2.0,1,4655000.0,2.0
869,Electronic City,1342.0,2.0,1,7330000.0,2.0
870,Uttarahalli,1345.0,2.0,1,6700000.0,2.0
871,Kodigehaali,1320.0,3.0,0,6500000.0,3.0
872,Singapura Village,1100.0,2.0,1,4500000.0,2.0
873,Raja Rajeshwari Nagar,1140.0,2.0,1,4939000.0,2.0
874,Battarahalli,1300.0,2.0,1,5000000.0,2.0
875,Hosa Road,1652.0,3.0,2,8500000.0,3.0
876,Thigalarapalya,2072.0,4.0,2,14200000.0,3.0
877,Arekere,1740.0,2.0,1,9500000.0,3.0
878,Electronic City,1360.0,2.0,1,7100000.0,3.0
879,Hosur Road,1145.0,2.0,2,6000000.0,3.0
880,Uttarahalli,1540.0,2.0,0,4000000.0,3.0
881,Sarjapur  Road,1278.0,2.0,2,9500000.0,2.0
882,Electronic City Phase II,630.0,1.0,1,4000000.0,1.0
883,Kanakpura Road,1100.0,3.0,2,5800000.0,3.0
884,Bendiganahalli,1200.0,3.0,0,9500000.0,3.0
885,Hosakerehalli Layout,2500.0,6.0,2,11500000.0,7.0
886,Chandapura,520.0,1.0,0,1513500.0,1.0
887,Chandapura,1015.0,2.0,2,2588000.0,2.0
888,Hosur Road,3300.0,5.0,2,24000000.0,5.0
889,Basaveshwara Nagar,4500.0,5.0,1,41500000.0,5.0
890,Gunjur,1356.0,2.0,3,6600000.0,3.0
891,Hennagara,823.0,2.0,1,2800000.0,2.0
892,TC Palaya,1200.0,2.0,0,6600000.0,3.0
